10103,	 10103 INVALID ENTRY - SEPARATION TRANSACTION AMOUNT MUST BE A LONG QUANTITY
10104,	 10104 INVALID ENTRY - A SEPARATION TRANSACTION QUANTITY MUST BE ENTERED
10105,	 10105 NO REQUEST HAS BEEN ENTERED
10106,	 10106 TOTAL OF SEPARATE TRAN QTY ENTRIES MUST EQUAL ORIGINAL TRAN QTY
10107,	 10107 INVALID ENTRY - START ON FIRST LINE AND DO NOT SKIP ANY LINES
10108,	 10108 INVALID ENTRY - SEPARATION TRANSACTION AMOUNT MUST BE A SHORT QTY
10109,	 10109 A FEE ADJUSTMENT AMOUNT HAS NOT BEEN ENTERED
10110,	 10110 INVALID PROFILE NUMBER
10112,	 10112 INVALID PRICE RANGE TYPE
10115,	 10115 INVALID ACCOUNT TYPE FOR MEMBER
10116,	 10116 ONE (ONLY ONE) EXCHANGE MEMBER MUST BE OCCXX
10117,	 10117 OCC TRADE FOUND WITH STATUS ERROR (OR INC) - PLEASE SKIP FIRST
10120,	 10120 INVALID BUY/SELL INDICATOR
10125,	 10125 TRANSFER TO OTHER EXCHANGE MEMBER NOT ALLOWED
10128,	 10128 <CONTRACT CAN NOT EXPIRE BEFORE IPS>
10129,	 10129 UNDERLYING CONTRACT EXPIRED
10130,	 10130 INVALID OPEN/CLOSE INDICATOR
10132,	 10132 DUPLICATE OPEN/CLOSE CODE CANNOT BE ENTERED
10134,	 10134 BOTH FIELDS MUST BE ENTERED
10135,	 10135 TARGET CLG MEMBER MUST BE DIFFERENT FROM SOURCE CLG MEMB
10136,	 10136 FIELD MUST BE FILLED IF CLASS SHOULD BE ASSIGNED TO A GROUP
10137,	 10137 FULL FIELD REQUIRED
10140,	 10140 QUANTITY MUST BE POSITIVE INTEGER
10145,	 10145 FIELD MUST BE EMPTY, ENTRY REJECTED
10146,	 10146 BOTH FIELDS MAY NOT BE EMPTY
10150,	 10150 SERIES NOT TRADED
10155,	 10155 INVALID RECEIVING MEMBER FOR ACCOUNT TYPE
10160,	 10160 INVALID PRICE
10165,	 10165 INAPPROPRIATE DATA ENTERED FOR SELECTION CODE
10166,	 10166 NO SELECTION ALLOWED, THIS IS AN INQUIRY SCREEN FOR MEMBERS
10167,	 10167 PRICE OUTSIDE PATTERN, PLEASE PRESS ENTER TO CONFIRM
10168,	 10168 USE PRODUCT MAINTENANCE WINDOW FOR PRODUCT INQUIRY
10169,	 10169 CAN'T USE F8 NOW , FIRST HIT ENTER
10170,	 10170 INVALID ORDER TYPE
10171,	 10171 INVALID ENTRY - '!' AND '|' ARE NOT ALLOWED
10173,	 10173 FIELD MUST BE FILLED WHEN TK-NET HAS BEEN SPECIFIED
10174,	 10174 FIELD MUST BE EMPTY WHEN DEC-NET HAS BEEN SPECIFIED
10175,	 10175 DATA ENTRY IS MISSING
10176,	 10176 VALID BOF CODES ARE 'D' OR 'T'
10177,	 10177 FOR DECNET SPECIFY ONLY 'BOF-UD'
10178,	 10178 FOR TK-NET SPECIFY THE 'BOF TK CODE' AND THE 'BOF UD'
10180,	 10180 INVALID RESTRICTION CODE
10181,	 10181 INVALID ENTRY - ONLY 7-BIT ASCII AND NO SPACES ALLOWED
10182,	 10182 INVALID ENTRY - ONLY 7-BIT ASCII ALLOWED
10185,	 10185 INAPPROPRIATE DATA ENTERED
10186,	 10186 ENABLE BLOCK TRADING FOR UL PROD WHEN ENABLING BLOCK TRADING
10187,	 10187 DISABLE BLOCK TRD FOR RELATED OPT-PROD WHEN DISABLING BLOCK TRD
10190,	 10190 INVALID ACCOUNT TYPE
10191,	 10191 INVALID ACCOUNT TYPE FOR MEMBER
10195,	 10195 INVALID EXCHANGE ID CODE
10196,	 10196 INVALID ENTRY FOR XETRA EXCHANGE ID CODE
10197,	 10197 CONFIRM ENTRIES PRIOR TO PAGING
10198,	 10198 PROMPT DATA CHANGED, PRESS ENTER BEFORE ATTEMPTING TO PAGE
10199,	 10199 PRESS ENTER TO VIEW FULL LIST BEFORE ATTEMPTING TO PAGE
10200,	 10200 EXEC RESTR INVALID FOR MKT ORDER
10201,	 10201 ROUND UP FACTOR MUST NOT BE GREATER THAN DECIM.FOR EXER PRICE
10202,	 10202 NO VALID DATA IN PROFILE
10204,	 10204 INPUT IS REQUIRED
10205,	 10205 FIELD MUST BE BLANK
10206,	 10206 PRIMARY EXCHANGE MUST BE FILLED
10207,	 10207 FIELD MUST BE ZERO
10208,	 10208 EXCHANGE ID CODE MUST BE FILLED
10210,	 10210 PRICE INVALID FOR MARKET ORDER
10220,	 10220 LIMIT ORDER MUST HAVE PRICE
10230,	 10230 QUANTITY EXCEEDS NORMAL LIMIT
10240,	 10240 OPM DATA REJECTED
10250,	 10250 ITEM IS NOT NUMERIC
10260,	 10260 INVALID MASS QUOTE COMMAND
10265,	 10265 SELECTION OF THIS ORDER TYPE IS NOT ALLOWED
10270,	 10270 INCOMPLETE ENTRY
10280,	 10280 INVALID TICK SIZE
10300,	 10300 INVALID SECURITY ID COD
10301,	 10301 INVALID SECURITY ID FOR WINDOW
10302,	 10302 NEW PRODUCT ID CONTRADICTING WITH THE EXISTING FLEXIBLE CONTRACT PRODUCT ID
10303,	 10303 SPECIFIC COLLATERAL PLEDGE ONLY ALLOWED FOR SECURITY TYPE "STOCK"
10305,	 10305 INVALID SECURITY NUMBER
10310,	 10310 COPY FROM PARTICIPANT DOES NOT EXIST
10315,	 10315 TO-CONTRACT ALREADY CONTAINING POSITIONS
10320,	 10320 NO RECORD SELECTED, ADD FUNCTION ALLOWED ONLY
10325,	 10325 INVALID ACTION CODE
10327,	 10327 COMPLETE ADD OR RETURN TO NEWS BOARD INQUIRY/SELECT SCREEN
10330,	 10330 INVALID MEMBER ID
10331,	 10331 INVALID HOST DEVICE
10332,	 10332 INVALID ROUTING CODE
10335,	 10335 ENTER SPECIFIED FIELD FOR DELETION
10340,	 10340 ONLY 'A' IS ALLOWED WHEN THE ADD KEY HAS BEEN HIT
10341,	 10341 OCC REPORT NOT PROCESSED
10350,	 10350 VALID PRIORITY CODES ARE: A,B,C,D,E,F,G,H,I
10351,	 10351 NO KEY CHANGE ALLOWED - REFORMATTED TO SELECTED VALUE
10355,	 10355 VALID ENTRIES ARE: -1, 0, OR 1
10356,	 10356 NUMBER OF CONTRACTS MUST BE AN ODD NUMBER FOR OPTIONS
10357,	 10357 NUMBER OF CONTRACTS MUST BE 1 FOR FUTURES
10358,	 10358 AUTOMATIC-MANUAL EXERCISE MUST BE BLANK FOR FUTURES
10359,	 10359 EXERCISE FLAG 'U' VALID ONLY FOR OPTIONS WITH INTERNAL UNDERYLING
10360,	 10360 NODE NUMBER DOES NOT EXIST
10361,	 10361 ITM MINIMUM MUST BE ZERO IF MANUAL EXERCISE
10362,	 10362 SETTLEMENT PERIOD MUST BE GREATER THAN ZERO
10363,	 10363 MONTH MUST BE ENTERED FOR A FUTURES CONTRACT
10364,	 10364 FIELD MUST BE EQUAL 'N' WHEN EQUAL QTY FOR SPREADS IS REQUIRED
10365,	 10365 MONTH MUST BE BETWEEN 1 AND 12
10366,	 10366 VALID INPUTS ARE 'F' AND 'T'
10367,	 10367 VALID INPUTS FOR OPTIONS ARE 1 AND 2
10368,	 10368 FIRST SERIES HAS TO BE EXPIRED
10369,	 10369 MARGIN STYLE MUST BE 'F' FOR FUTURES
10370,	 10370 SERIES MUST EXPIRE IN THE YEAR SHOWN IN THE SERIES GROUP ID
10373,	 10373 CURRENT SYSTEM TIME DOES NOT MATCH CONTRACT EXPIRATION TIME
10374,	 10374 THE PRODUCT AND THE FEES MUST HAVE THE SAME CURRENCY
10375,	 10375 SERIES MUST EXPIRE IN THE MONTH SHOWN IN THE SERIES GROUP ID
10378,	 10378 CHANGE OF CYCLE CODE NOT ALLOWED ON AN COMMODITY FUTURE PRODUCT
10380,	 10380 FEE TYPE DOES NOT EXIST
10381,	 10381 INVALID FEE TYPE CODE FOR PRODUCT TYPE
10385,	 10385 VALID ACCOUNT TYPES ARE 'A','M', AND 'P'
10386,	 10386 VALID COUNTERPARTY ACCOUNTS ARE 8501 AND 7525
10388,	 10388 STATUS CODE CAN ONLY BE CHANGED TO 'E'
10389,	 10389 STATUS CODE CAN ONLY BE CHANGED FROM 'A' OR 'I' TO 'P'
10390,	 10390 INVALID PERCENTAGE
10391,	 10391 VALID EXERCISE PRICE INTERVALS ARE V01, V02, F25 AND F50
10392,	 10392 BOND AGE MONTH MUST BE BETWEEN 0 AND 11
10395,	 10395 REPORT ID MUST BEGIN WITH 'RPT'
10400,	 10400 NOT A VALID REPORT FREQUENCY CODE
10401,	 10401 INVALID ENTRY REPORT DEVICE TRADING
10402,	 10402 INVALID ENTRY REPORT DEVICE CLEARING
10403,	 10403 INVALID CLEARING HOUSE INDICATOR FLAG
10404,	 10404 CLEARING HOUSE INDICATOR MUST BE BLANK FOR NCM
10405,	 10405 NODE LOAD MUST BE GREATER THAN ZERO AND LESS THAN OR   = TO 99
10407,	 10407 EXCHANGE AFFILIATION CANNOT BE CHANGED
10409,	 10409 ASSIGN NODE NUMBERS BEFORE SETTING MEMBERS TO ACTIVE
10410,	 10410 VALID CODES ARE 'C' AND 'A'
10411,	 10411 TEXT AND XML REPORT AVAILABILITY SHOULD NOT BE BOTH 'NO'
10412,	 10412 PLEASE USE DELETE OPTION FOR REPORT
10415,	 10415 CODE 'A' MAY ONLY BE USED WITH MEMBER CLEARING TYPE OF 'HSE'
10420,	 10420 VALID INPUTS ARE 'A'-'H','J','L'-'O', 'W'-'Z' FOR THIS MAINLINE
10421,	 10421 NODE IS NOT A KEY NODE
10422,	 10422 ONLY 'I' OR 'K' IS VALID FOR THIS MAINLINE
10423,	 10423 XML REPORT NOT AVAILABLE FOR AUDIT TRAIL REPORTS
10425,	 10425 VALID ENTRIES ARE 'GCM','NCM', AND 'HSE'
10430,	 10430 HOLIDAY DATE IS INVALID - SERIES EXPIRE ON THE CHOSEN DATE
10432,	 10432 ROUTING GROUP DOES NOT EXIST
10434,	 10434 KEY NODE DOES NOT EXIST
10435,	 10435 INVALID TRANSACTION_TYPE
10436,	 10436 CANNOT HAVE TWO IDENTICAL KEY NODES
10440,	 10440 NODE LOAD MUST BE LEFT BLANK FOR THIS NODE TYPE
10441,	 10441 THE TARGET ACCOUNT MUST NOT BE FILLED FOR THIS TRANSACTION TYPE
10442,	 10442 A1 ACCOUNT IS NOT EXISTING TRANSFER TO P1 ACCOUNT
10443,	 10443 TRANSACTION ONLY ALLOWED FOR A1 ACCOUNT
10444,	 10444 ADD ONLY ALLOWED FOR CLEARING HOUSE
10445,	 10445 TRANSACTION TYPE CODE ENTERED IS NOT ALLOWED
10446,	 10446 POSITION OPEN ADJUSTMENT IS NOT VALID FOR MARKET MAKER ACCOUNTS
10447,	 10447 THE TARGET ACCOUNT CANNOT BE THE SAME FOR AN ACCOUNT TRANSFER
10448,	 10448 A TARGET ACCOUNT MUST BE SPECIFIED FOR AN ACCOUNT TRANSFER
10449,	 10449 SHORT AND LONG QTYS MUST NOT BE THE SAME FOR A MARKET MAKER ACCOUNT
10450,	 10450 BOTH ACCOUNT TYPE CODES MAY NOT BE LEFT BLANK
10455,	 10455 NOT A VALID OPEN/CLOSE CODE
10460,	 10460 NOT A VALID ORDER TYPE CODE
10465,	 10465 NOT A VALID CURRENCY CODE
10466,	 10466 NOT A VALID CONVERSION FACTOR CALCULATION METHOD CODE
10470,	 10470 HISTORY DAYS CANNOT BE GREATER THAN DELIVERY RETENTION DAYS
10475,	 10475 MINUTES CANNOT BE GREATER THAN 59
10480,	 10480 SECONDS CANNOT BE GREATER THAN 59
10482,	 10482 NUMBER OF DECIMAL PLACES CANNOT BE GREATER THAN 5
10483,	 10483 FAILED DECIMAL CODE RELATION RULES FOR FRACTIONS
10484,	 10484 INVALID FRACTION CODES OR NUMBER OF DECIMALS
10485,	 10485 NOT A VALID PRODUCT TYPE CODE
10486,	 10486 SUSPENSION PERIOD MUST BE ZERO FOR FUTURES
10487,	 10487 EXERCISE PRICE FIELD SHOULD BE BLANK FOR FUTURES CONTRACT
10488,	 10488 SERIES VERSION NUMBER FIELD SHOULD BE BLANK FOR FUTURES CONTRACT
10489,	 10489 EXERCISE PRICE FIELD SHOULD BE ZERO FOR FUTURES CONTRACT
10490,	 10490 FIELD MUST BE ZERO FOR STATED TRANSACTION TYPE CODE
10491,	 10491 BLANK LINE EXPECTED. FIELD SHOULD NOT BE FILLED
10492,	 10492 CONTRACT ENTRY EXPECTED. THIS FIELD SHOULD BE BLANK
10493,	 10493 CONTRACT ENTRY EXPECTED. THIS FIELD SHOULD BE FILLED
10494,	 10494 CONTRACT CLASS/DATE CODE DOES NOT EXIST
10495,	 10495 UNDERLYING ENTRY EXPECTED. THIS FIELD SHOULD BE BLANK
10496,	 10496 SERIES CONTRACT ENTERED IS NOT VALID
10497,	 10497 ENTRY NOT ALLOWED, DUPLICATE ENTRY EXISTS
10498,	 10498 PARTIAL TRANSFER EXISTS ALREADY
10499,	 10499 PARTIAL POSITION TRANSFER IN A NEW CONTRACT IS NOT ALLOWED
10500,	 10500 DUPLICATE RECORD
10501,	 10501 ADJUSTMENT SUFFIX NUMBER ALREADY EXISTS
10502,	 10502 PER PRODUCT ONLY ONE TRANSFER TO DESTINATION IS ALLOWED
10503,	 10503 SCREEN ONLY ACCESSIBLE IN TRADING & POST TRADING
10504,	 10504 NO ENTRY REQUIRED
10505,	 10505 ENTRY REQUIRED
10506,	 10506 DOWNGRADE NOT ALLOWED
10507,	 10507 DUPLICATE NEWS BOARD MESSAGE EXISTS
10508,	 10508 NEWSBOARD MESSAGE NOT FOUND
10509,	 10509 INVALID TICKER PROFILE NUMBER
10510,	 10510 RECORD NOT FOUND
10511,	 10511 SECURITY REQUESTED FOR WITHDRAWAL NOT FOUND
10512,	 10512 NO POSITION EVER EXISTED
10513,	 10513 INSERT 00-00-00 FOR CHANGING CURRENT RECORD
10514,	 10514 NO FORMAT RECORD EXISTS
10515,	 10515 NO MORE EXCHANGE MEMBERS
10516,	 10516 NO SECURITY BALANCE TO DISPLAY
10517,	 10517 INVALID USER ID
10518,	 10518 NEW MEMBER MISSES RESOURCE RECORD
10519,	 10519 EMPTY LIST
10520,	 10520 NO DELETIONS ALLOWED
10521,	 10521 DELETE IS NOT A VALID FUNCTION FOR THIS SCREEN
10523,	 10523 DELETION ONLY POSSIBLE IF NO PRODUCT IS ASSIGNED TO THIS MARGIN CLASS
10525,	 10525 RECORD LIMIT EXCEEDED
10526,	 10526 SYSTEM LIMIT EXCEEDED
10527,	 10527 ALERT PERCENTAGE EXCEEDED
10528,	 10528 MAXIMAL HEARTBEAT STARTS PER SUBGROUP LIMIT EXCEEDED
10529,	 10529 INVALID HEARTBEAT START/STOP INDICATOR
10530,	 10530 CANNOT DELETE - SERIES OUTSTANDING
10531,	 10531 HEARTBEAT MONITORING ALREADY STOPPED
10532,	 10532 MAX HEARTBEAT MONITORED SUBGROUPS PER MEMBER EXCEEDED
10535,	 10535 PROCESSING TERMINATED - RECORD HAS BEEN CHANGED BY ANOTHER USER
10536,	 10536 PROCESSING TERMINATED - RECORD HAS BEEN DELETED BY ANOTHER USER
10537,	 10537 FIELD CANNOT BE CHANGED, HISTORY REPORT HAS BEEN SELECTED
10538,	 10538 PROCESSING TERMINATED, RECORD HAS BEEN ADDED BY ANOTHER USER
10539,	 10539 A PROFILE RECORD HAS TO BE CREATED FIRST BY SCREEN C090
10540,	 10540 INSTITUTION CHANGE NOT ACCEPTED
10545,	 10545 PROCESSING TERMINATED, RECORD IS CURRENTLY LOCKED BY ANOTHER USER
10546,	 10546 EUREX MAY PRINT THEIR REPORTS ONLY TO THEIR LOCATION
10547,	 10547 MEMBERS ARE NOT ALLOWED TO SPECIFY 'EUREX' AS THE PRINT LOCATION
10548,	 10548 ADD BUBA ACCOUNT ON K031 BEFORE MEMBER IS MADE ACTIVE
10550,	 10550 CANNOT DELETE - SECURITY IS USED AS UNDERLYING
10551,	 10551 CANNOT DELETE - DELV BONDS MUST BE DELETED VIA DELIVERABLE BOND OVERVIEW
10552,	 10552 NOTIFICATIONS EXIST FOR THIS DELIVERABLE BOND
10555,	 10555 CANNOT DELETE - ALL GUARANTEES MUST BE REMOVED
10558,	 10558 CANNOT DELETE - COLLATERAL USED FLAG IS YES
10559,	 10559 CANNOT CHANGE - SECURITY IS USED AS COLLATERAL
10560,	 10560 CANNOT DELETE - SECURITY IS STILL USED FOR REPORTING
10561,	 10561 SECURITY IS NOT USED AS COLLATERAL
10562,	 10562 DEPOSIT IS NOT ALLOWED FOR THIS COLLATERAL
10563,	 10563 FREE DEPOSIT QUANTITY EXCEEDED - CHECK COLLATERAL SEC DTL
10566,	 10566 CANNOT DELETE - NODE IS IN USE FOR TRADE OR CLEARING REPORTS
10570,	 10570 CANNOT DELETE - SECURITY IS USED AS PENDING
10571,	 10571 CANNOT DELETE - FLEXIBLE CONTRACT TRANSACTION IS PENDING
10575,	 10575 CANNOT DELETE CURRENT ENTRY ON THIS TABLE
10576,	 10576 CANNOT DELETE - EXCHANGE MEMBER MUST BE ENTERED
10580,	 10580 CANNOT PERFORM ADD, SECURITY ID NO IS USED FOR EXTERNAL PRODUCT
10581,	 10581 ENTERED UNDERLYING IS NOT EXTERNAL
10582,	 10582 PRODUCT ID NO AND UNDERLYING ID NO MUST BE EQUAL FOR STOCK OPTIONS
10583,	 10583 ENTERED UNDERLYING ID NO IS NOT INTERNAL
10584,	 10584 UNDERLYING ID NO MUST BE BLANK IF PRICE RECEIVE CODE IS 'O'
10585,	 10585 UNDERLYING ALREADY EXISTS FOR THIS SECURITY
10586,	 10586 INVALID EXPIRATION CYCLE ENTERED
10587,	 10587 NO DATA AVAILABLE FOR A NON-CLEARING MEMBER
10588,	 10588 INVALID INTERVAL PATTERN ID ENTERED
10589,	 10589 EXPIRATION MONTH NOT WITHIN CURRENT EXPIRATION CYCLE
10590,	 10590 CANNOT ADD CLEARING MEMBER TYPE WHEN PERFORMING DEL FUNCTION
10591,	 10591 NO INTERVAL PATTERN ASSIGNMENT FOR THIS MONTH
10592,	 10592 BOTH ENTRIES MUST BE FILLED
10593,	 10593 INTERVAL AREAS ARE NOT MULTIPLE OF THE STRIKE PRICE BOUNDARIES
10595,	 10595 INQUIRY FUNCTION MUST BE USED FIRST
10596,	 10596 ONLY INQUIRY PERMITTED
10598,	 10598 CANNOT CHANGE - MUST BE DELETED FROM DELBND FIRST (USE DELIVERABLE BOND OVERVIEW)
10599,	 10599 CANNOT ADD AS CTD MUST BE SET FOR FIRST DELBND
10600,	 10600 THIS CHANGE IS NOT ALLOWED
10601,	 10601 CLEARING HOUSE INDICATOR CAN NOT BE CHANGED HERE
10603,	 10603 GUARANTEE GROSS AMOUNT CANNOT BE CHANGED
10604,	 10604 FIELDS CANNOT BE CHANGED
10605,	 10605 FIELD CANNOT BE CHANGED
10606,	 10606 THIS CHANGE IS NOT SUPPORTED
10607,	 10607 ORDER CAN NOT BE CHANGED
10608,	 10608 SECURITY TYPE CANNOT BE CHANGED
10609,	 10609 WRONG SECURITY TYPE CODE
10610,	 10610 NO CHANGE ENTERED
10611,	 10611 ENTRY REFUSED - ADJUSTMENT TRANSACTION IS THE SAME AS ORIGINAL
10613,	 10613 ADJUSTMENT SUCCESSFULLY MADE - HIT RETURN TO CONTINUE
10615,	 10615 EXPIRATION DATE MUST BE ENTERED FOR BOND SECURITIES
10616,	 10616 NEXT PAYOUT DATE MUST BE EXACTLY 1 YEAR GREATER THAN LAST PAYOUT DATE
10617,	 10617 EXPIRATION DATE NOT APPLICATION FOR STOCK SECURITIES
10618,	 10618 DIVIDEND FIELDS SHOULD ONLY BE ENTERED FOR STOCKS
10620,	 10620 END OF DATA
10621,	 10621 TOP OF DATA
10622,	 10622 INVALID KEY
10625,	 10625 SHARES ASSIGNED MUST COVER AT LEAST ONE CONTRACT
10627,	 10627 MM-ONLY-QUOTE FLAG NOT ALLOWED FOR FUTURE
10628,	 10628 PASSWORD EXPIRED
10629,	 10629 INVALID PASSWORD LENGTH
10630,	 10630 NO TRANSACTION IN THIS SERIES
10631,	 10631 NEW PASSWORD EQUALS PREVIOUS PASSWORD
10635,	 10635 DATA WAS NOT CHANGED
10640,	 10640 THIS TRANSACTION CANNOT BE FURTHER ADJUSTED
10641,	 10641 NO FURTHER ADJUSTMENTS ALLOWED - MAXIMUM NUMBER OF ADJUSTMENTS MADE
10642,	 10642 O/C ADJUSTMENTS NOT ALLOWED FOR MARKET MAKER (M1,M2) TRANSACTIONS
10643,	 10643 TRADE SEPARATIONS ONLY ALLOWED FOR A1, P1 AND P2 ACCOUNTS
10644,	 10644 SEPARATION NOT ALLOWED FOR TRADES POSTED AS CLOSING ERRORS
10645,	 10645 NET POSITIONS NOT APPLICABLE FOR THIS ACCOUNT TYPE
10650,	 10650 CANNOT DELETE - GUARANTEES ARE OUTSTANDING
10660,	 10660 CANNOT ADD - DATE NOT   = TO CURRENT MONTH
10663,	 10663 ONLY DELIVERY AGAINST PAYMENT INSTRUCTIONS CAN BE CASH SETTLED
10664,	 10664 PRICE ENTERED EXCEEDS THE MAXIMUM PRICE ALLOWED
10665,	 10665 ADD IS PERFORMED ON ANOTHER SCREEN
10666,	 10666 INVALID TABLES FILE ON UD
10667,	 10667 SETTLEMENT PRICE OF EXPIRED SERIES CAN NOT BE CHANGED
10668,	 10668 SETTLEMENT PRICES CANNOT BE ENTERED BEFORE CALCULATED
10669,	 10669 ONLY PENDING RELATIONSHIPS CAN BE DELETED
10670,	 10670 CANNOT DELETE - START DATE   = CURRENT YEAR AND NOT CRT MONTH
10672,	 10672 CANNOT DELETE - UNDERLYING EXIST FOR THIS CURRENCY
10674,	 10674 CANNOT DELETE - CURRENCY BEING USED AS COLLATERAL
10680,	 10680 CANNOT DELETE - START DATE NEEDED FOR CRT MONTH INTEREST CALC
10685,	 10685 CANNOT DELETE - MEMBER IS STILL ACTIVE
10689,	 10689 REQUEST NOT POSSIBLE - INFORMATION WAS ALREADY SENT TO DWZ
10690,	 10690 CANNOT ADD - EXPI DATE MUST BE GREATER THAN EXPI DELETE PERIOD
10695,	 10695 CANNOT ADD - THIS TICKER PROFILE ALREADY EXISTS
10697,	 10697 MEMBER MUST BE HALTED BEFORE DELETING
10700,	 10700 CANNOT CHANGE - EXPI DATE CAN ONLY BE REDUCED
10710,	 10710 CANNOT DELETE - START DATE IS NOT TODAY'S DATE
10717,	 10717 EXG MEMBER CAN ONLY BE CONNECTED TO ONE NETWORK AT A TIME
10718,	 10718 DEC NETWORK DEFINITION IS INCOMPLETE
10719,	 10719 DEC NETWORK DEFINITION IS NEEDED
